TE-X-68724943,Suzanne,Stewart,Stewart.Suzanne@cleardesk.com,247,7,2011-10-24,2011-10-26,5,894475973185,WXXPJW816B,1784,2011-10-26
TE-P-41954413,Zachary,Ortega,Ortega.Zachary@cleardesk.com,486,34,2022-12-22,2022-12-24,5,668459360805,HRXDYK937D,1174,2022-12-24
TE-B-13895541,Randy,Brown,Brown.Randy@cleardesk.com,188,17,2005-05-08,2005-05-11,3,773830865414,KMDLPV664V,182,2005-05-13
TE-D-93326731,William,Payne,Payne.William@cleardesk.com,34,14,2004-01-07,2004-01-08,5,449595257544,INRIPN878E,733,2004-01-10
TE-V-65373522,Shari,Carlson,Carlson.Shari@cleardesk.com,455,31,2003-09-15,2003-09-15,3,935507421525,QMMIPN536S,216,2003-09-18
TE-F-92893392,James,Garcia,Garcia.James@cleardesk.com,104,21,2018-10-29,2018-10-29,2,736339735788,VEIAOC351D,1791,2018-10-29
TE-T-14781414,Colin,Hill,Hill.Colin@cleardesk.com,460,28,2014-02-14,2014-02-17,5,930893755709,CUOQCK407O,1589,2014-02-18
TE-Y-19088414,Marcus,Taylor,Taylor.Marcus@cleardesk.com,318,18,2020-03-31,2020-03-31,4,345049686020,SGREIU825T,830,2020-03-31
TE-K-61820055,Jessica,Cohen,Cohen.Jessica@cleardesk.com,61,9,2004-08-20,2004-08-21,2,059345351852,ZOTCON249Y,570,2004-08-22
TE-M-52658655,Allison,Frank,Frank.Allison@cleardesk.com,427,22,2008-06-21,2008-06-22,3,696449060760,DJKJIY245Z,635,2008-06-24
TE-A-61986647,James,Decker,Decker.James@cleardesk.com,302,18,2005-08-21,2005-08-22,2,473179676314,CGRKMZ475L,1385,2005-08-24
TE-M-73121557,Shawn,Dennis,Dennis.Shawn@cleardesk.com,215,15,2009-07-10,2009-07-13,5,673260852466,LGOTJM246F,64,2009-07-14
TE-W-12894572,Glenn,Wilson,Wilson.Glenn@cleardesk.com,234,20,2000-10-11,2000-10-12,5,473027423074,OJYJCJ614J,1090,2000-10-14
TE-L-31995231,Teresa,Brown,Brown.Teresa@cleardesk.com,424,22,2004-12-06,2004-12-07,5,651612663292,OJEKNG528C,1121,2004-12-07
TE-U-95474162,Ricardo,Shields,Shields.Ricardo@cleardesk.com,91,24,2022-02-26,2022-02-26,1,232628054382,HITUNI684S,1468,2022-02-26
TE-H-53832531,Heidi,Garner,Garner.Heidi@cleardesk.com,186,19,2008-06-20,2008-06-22,4,937023466298,CNHCAK329T,281,2008-06-23
TE-G-80177759,Katherine,Harris,Harris.Katherine@cleardesk.com,356,29,2019-06-21,2019-06-21,5,448776866712,INWYAH822X,1337,2019-06-22
TE-M-25904184,Misty,Brown,Brown.Misty@cleardesk.com,472,13,2020-01-01,2020-01-02,1,768384673537,PGWNAN834C,1449,2020-01-04
TE-B-82253735,Daisy,Griffin,Griffin.Daisy@cleardesk.com,279,25,2000-10-13,2000-10-15,1,999355335480,QAEERY301O,115,2000-10-17
TE-S-42015137,Michael,Petersen,Petersen.Michael@cleardesk.com,123,25,2003-04-02,2003-04-02,2,383986244680,BUFFLP158X,1071,2003-04-04
TE-F-36709119,Samantha,Sosa,Sosa.Samantha@cleardesk.com,425,16,2016-04-18,2016-04-19,1,598638233369,ZEJRQM561H,1152,2016-04-22
TE-S-74072461,Wendy,Sanchez,Sanchez.Wendy@cleardesk.com,277,30,2010-05-02,2010-05-04,4,529470081422,LSZWLW532D,375,2010-05-05
TE-C-10487248,Rebekah,Haynes,Haynes.Rebekah@cleardesk.com,123,9,2012-08-20,2012-08-22,2,349905130846,HFYTVT982D,1675,2012-08-23
TE-L-48049924,Brandy,Mckenzie,Mckenzie.Brandy@cleardesk.com,428,25,2022-06-30,2022-06-30,2,967540185502,ETWFLU587P,833,2022-06-30
TE-A-83424309,Jacob,Anderson,Anderson.Jacob@cleardesk.com,35,13,2003-02-10,2003-02-12,5,063433243826,JDAJEO110L,1140,2003-02-12
TE-Q-61551594,Nicholas,Guzman,Guzman.Nicholas@cleardesk.com,167,16,2004-02-23,2004-02-25,4,818077730887,NAMRVG680F,335,2004-02-27
TE-Z-85194355,Stephanie,Thornton,Thornton.Stephanie@cleardesk.com,316,15,2016-04-03,2016-04-05,2,564233000944,LZRURE697T,1048,2016-04-07
TE-B-22500531,Kimberly,Sutton,Sutton.Kimberly@cleardesk.com,280,6,2011-06-02,2011-06-05,2,856964513880,QWDMLD997W,1154,2011-06-05
TE-C-11392752,Jessica,Ayala,Ayala.Jessica@cleardesk.com,413,30,2017-11-28,2017-11-28,2,101452896438,COCMKG509B,1015,2017-11-28
TE-P-67839894,James,Jones,Jones.James@cleardesk.com,258,17,2003-11-05,2003-11-07,2,122272475179,HOTEKY631H,945,2003-11-09
TE-E-90474795,Bradley,Horn,Horn.Bradley@cleardesk.com,495,33,2011-01-18,2011-01-20,1,213550710505,NAZKQK190H,359,2011-01-22
TE-Y-79509651,Chad,Martinez,Martinez.Chad@cleardesk.com,308,27,2000-02-01,2000-02-03,1,709263255904,KZYEQK600V,771,2000-02-03
TE-W-35375494,Stephen,Cooper,Cooper.Stephen@cleardesk.com,308,22,2003-08-01,2003-08-03,4,656446689050,FXJDBO973U,1234,2003-08-05
TE-K-47441798,Eric,Calderon,Calderon.Eric@cleardesk.com,2,8,2021-01-21,2021-01-22,1,778431718374,YTTANX780A,444,2021-01-25
TE-L-79096775,Brandon,Wong,Wong.Brandon@cleardesk.com,8,31,2001-08-17,2001-08-19,2,178968588669,ZTVWIZ979E,1143,2001-08-22
TE-M-17025612,Tammy,Key,Key.Tammy@cleardesk.com,320,31,2016-04-14,2016-04-14,5,021327053103,BBFUYQ037S,157,2016-04-15
TE-O-29190719,Elizabeth,Hoffman,Hoffman.Elizabeth@cleardesk.com,410,33,2021-03-31,2021-03-31,1,046172944617,RHFNSG939A,833,2021-03-31
TE-C-28389457,Kimberly,Dillon,Dillon.Kimberly@cleardesk.com,371,10,2023-10-04,2023-10-04,1,074323760918,TQGAKB124C,203,2023-10-07
TE-H-47280073,Mark,Quinn,Quinn.Mark@cleardesk.com,306,1,2021-08-13,2021-08-14,3,722931908038,JAPXLU955T,1706,2021-08-16
TE-E-27614206,Kimberly,Collins,Collins.Kimberly@cleardesk.com,423,21,2000-02-20,2000-02-20,4,131981105217,OEPJVV344J,1718,2000-02-22
TE-L-56248087,Courtney,Henderson,Henderson.Courtney@cleardesk.com,320,28,2015-02-17,2015-02-17,1,187700973994,MLIVNS322P,629,2015-02-19
TE-P-31343777,Jennifer,Parks,Parks.Jennifer@cleardesk.com,229,26,2016-05-23,2016-05-23,2,872115784479,GFHDRT175K,36,2016-05-25
TE-Y-93927476,Grant,Porter,Porter.Grant@cleardesk.com,249,29,2020-10-24,2020-10-26,2,994404178698,PSNMOM032T,287,2020-10-26
TE-X-09065194,Anne,Smith,Smith.Anne@cleardesk.com,291,16,2021-09-25,2021-09-27,5,308793616725,JQKPTD445M,1535,2021-09-27
TE-H-20612361,Joshua,Moreno,Moreno.Joshua@cleardesk.com,250,16,2015-05-02,2015-05-03,4,151372130868,OQPMVK330Q,46,2015-05-04
TE-E-03646497,Nicole,Willis,Willis.Nicole@cleardesk.com,317,32,2021-04-28,2021-04-28,3,331073963033,CKDVBO680L,699,2021-04-28
TE-L-63163496,Sarah,Baker,Baker.Sarah@cleardesk.com,219,16,2000-12-01,2000-12-02,4,771688709935,AWGFTL732D,1339,2000-12-04
TE-K-97347675,Robert,Turner,Turner.Robert@cleardesk.com,100,17,2006-08-23,2006-08-23,4,383150772326,OXJRAU091G,253,2006-08-26
TE-U-18507174,Crystal,Escobar,Escobar.Crystal@cleardesk.com,283,21,2014-01-31,2014-01-31,5,357113564990,WVWNTI600R,411,2014-01-31
TE-L-66176765,Dominique,Johnson,Johnson.Dominique@cleardesk.com,384,22,2019-08-28,2019-08-28,5,980247755955,AOJNIN644T,1681,2019-08-28
TE-L-68468460,Billy,Sanchez,Sanchez.Billy@cleardesk.com,99,20,2005-12-02,2005-12-04,4,533892948175,ORLNCB762T,796,2005-12-06
TE-Z-46217511,Jennifer,Davis,Davis.Jennifer@cleardesk.com,213,21,2022-01-26,2022-01-26,5,618235558785,AQXBDB762K,1700,2022-01-26
TE-U-37329304,Amber,Alvarado,Alvarado.Amber@cleardesk.com,259,29,2017-05-17,2017-05-20,3,224595068350,NMYHUB451D,598,2017-05-20
TE-Q-76580942,Jenna,Russell,Russell.Jenna@cleardesk.com,177,20,2005-03-19,2005-03-20,5,690605211517,MOMGNC598B,356,2005-03-23
TE-O-44209481,Vanessa,Rangel,Rangel.Vanessa@cleardesk.com,192,18,2007-09-04,2007-09-04,3,147241431839,ECWBZO214F,1654,2007-09-06
TE-Y-58396518,Michael,Lawson,Lawson.Michael@cleardesk.com,33,18,2009-10-18,2009-10-21,5,405115850225,MZZQAT591R,378,2009-10-21
TE-U-62479319,Richard,Johnson,Johnson.Richard@cleardesk.com,356,15,2019-01-16,2019-01-18,2,241324186676,KUPEGU921G,433,2019-01-19
TE-S-04190534,Kelly,Shah,Shah.Kelly@cleardesk.com,219,26,2014-03-16,2014-03-17,3,203233796396,RVPAKG950T,1380,2014-03-18
TE-Q-64837652,Michael,Mason,Mason.Michael@cleardesk.com,367,32,2022-08-31,2022-08-31,5,822669429982,NRCQBC946I,846,2022-08-31
